episode,reward,time,steps
1,1.1683184253809573,0.39261770248413086,1000
2,0.20271031208909254,0.3860485553741455,1000
3,0.374823776798365,0.37894177436828613,1000
4,0.751356823741692,0.37877774238586426,1000
5,0.5242789967696784,0.38574719429016113,1000
6,0.4839875750438188,0.38342809677124023,1000
7,0.053461748968974765,0.38588833808898926,1000
8,0.1877960467481364,0.382704496383667,1000
9,0.8456938687063359,0.38556814193725586,1000
10,1.5524892606850988,0.5635673999786377,1000
11,0.6704938197735565,5.243466138839722,1000
12,0.9353093596706098,5.4976842403411865,1000
13,2.164656337385658,5.596656560897827,1000
14,0.6546266357483559,5.464313983917236,1000
15,1.0314366298847182,5.395211458206177,1000
16,1.3360963856831773,5.680631399154663,1000
17,0.9779504523805644,5.652252912521362,1000
18,1.3754750564387295,5.765992164611816,1000
19,1.3729804419136058,5.685166120529175,1000
20,1.1956417246843598,5.503915548324585,1000
21,1.5802689933872893,5.48736310005188,1000
22,2.20934979311991,5.463433265686035,1000
23,1.3610736212200794,5.437382221221924,1000
24,1.3904085716829684,5.800750732421875,1000
25,2.1081598339738683,5.696547746658325,1000
26,1.1796172371606741,5.736218452453613,1000
27,1.2110906776226726,5.748061418533325,1000
28,2.307358255536202,5.798935651779175,1000
29,1.5237842635478023,5.829413175582886,1000
30,2.006999885575019,5.440903663635254,1000
31,0.7676193675606489,6.2652647495269775,1000
32,3.104797111450751,5.9301440715789795,1000
33,2.2943304314762485,5.621242046356201,1000
34,0.9207215741893011,5.562556743621826,1000
35,1.1827157183048465,6.118603706359863,1000
36,2.410589165607775,5.893678188323975,1000
37,0.3626754055198372,5.818314075469971,1000
38,0.709670984999898,5.7552032470703125,1000
39,2.137885124962683,6.097598552703857,1000
40,2.16597267568873,5.887230396270752,1000
41,0.03993355402117979,6.1037092208862305,1000
42,0.30266112586297317,5.997915744781494,1000
43,0.5432301350573986,6.004371166229248,1000
44,0.36994613054258896,6.088458061218262,1000
45,0.8055817497289955,6.028283596038818,1000
46,2.705157011344241,6.096640110015869,1000
47,0.9744456814108052,6.18035101890564,1000
48,0.17408255475695225,5.804824113845825,1000
49,1.516171976379386,6.237258434295654,1000
50,1.0970602459230547,6.14384126663208,1000
51,0.7056545481378852,6.177537679672241,1000
52,1.3929738132814569,6.263499736785889,1000
53,0.21855576505152613,6.3235321044921875,1000
54,1.2663219878172958,6.094662189483643,1000
55,0.759039046021567,6.38430118560791,1000
56,0.9673859553485573,6.30427885055542,1000
57,1.6492411872479609,6.119803190231323,1000
58,0.8070701591847381,6.1710124015808105,1000
59,1.2316075688269028,5.9922285079956055,1000
60,0.2280561944268041,5.976158142089844,1000
61,1.6600722171174143,6.379575490951538,1000
62,0.17753472734211737,6.424188613891602,1000
63,6.264435394090621,6.469029903411865,1000
64,1.3215938633918773,6.3861730098724365,1000
65,1.7165972474626845,6.359605073928833,1000
66,1.1147035707176705,6.4035749435424805,1000
67,0.07418672486692038,6.2735114097595215,1000
68,0.6955763629295098,6.573829412460327,1000
69,0.45837694069128987,6.561750650405884,1000
70,0.9082498142326133,6.75080943107605,1000
71,1.3046252008559889,6.61081075668335,1000
72,0.3300386963954623,6.470309495925903,1000
73,1.7281802627139518,6.525660276412964,1000
74,1.2889350726282385,6.666396141052246,1000
75,0.07825365910270879,6.641885757446289,1000
76,0.8973659076681383,6.494285583496094,1000
77,1.4853677958690576,6.418727397918701,1000
78,0.8283969075600008,6.3907506465911865,1000
79,1.8950507163869044,6.681696653366089,1000
80,0.6552100854578102,6.72347617149353,1000
81,0.5047031850978889,6.697728633880615,1000
82,0.806431216994733,6.844268321990967,1000
83,0.2958725652394161,6.8833818435668945,1000
84,0.3997767918932695,6.765537261962891,1000
85,0.9038524636593647,6.735440254211426,1000
86,0.6278056554087533,6.536781072616577,1000
87,2.6215794228458513,6.984118223190308,1000
88,0.6876794846124743,6.737196922302246,1000
89,0.9127398611646432,6.8254406452178955,1000
90,1.3583853906375178,6.92030668258667,1000
91,1.0944065116541712,6.898007869720459,1000
92,1.552448148612906,6.980695009231567,1000
93,0.6829107774881981,7.073256731033325,1000
94,1.213433500934338,6.4026124477386475,1000
95,2.3401015494300057,6.603664875030518,1000
96,0.41110910588561994,6.8294782638549805,1000
97,0.9213362234695124,6.601438522338867,1000
98,0.6407137063851455,7.130706548690796,1000
99,1.1861556402641582,6.961400747299194,1000
100,0.3331669323317331,6.66706657409668,1000
101,0.2520424469868549,6.771626710891724,1000
102,2.408432180951645,6.882945537567139,1000
103,1.118999799494081,7.020516872406006,1000
104,1.468225038050455,6.976010322570801,1000
105,1.3156972147204302,6.696332693099976,1000
106,1.1399561989757176,7.069481134414673,1000
107,1.7896226166416782,6.746384143829346,1000
108,2.014601439935566,7.202911376953125,1000
109,0.8202464531104356,6.688408851623535,1000
110,0.10172369740486187,7.077366590499878,1000
111,1.444199256506341,7.217233180999756,1000
112,3.483605409074797,7.0380308628082275,1000
113,2.366549892501965,7.021923065185547,1000
114,0.16691880816448854,7.592306137084961,1000
115,0.5808557213759122,7.548876047134399,1000
116,1.3107228931413641,7.260580062866211,1000
117,2.9790080504571925,7.3170325756073,1000
118,0.08327136867673249,7.329064130783081,1000
119,0.032246558232853946,6.911176919937134,1000
120,1.362109317098525,7.262277841567993,1000
121,0.4025570452243196,6.907591819763184,1000
122,1.175772090931051,7.653233766555786,1000
123,0.8557159124064255,7.9130637645721436,1000
124,2.3639449089962503,7.774039268493652,1000
125,0.1363359013011497,7.5587639808654785,1000
126,1.514752544650849,7.55927586555481,1000
127,1.1247326603005174,7.120725870132446,1000
128,0.6337653691065628,7.313694953918457,1000
129,0.15871222711816377,7.357713222503662,1000
130,0.8743641511348214,7.578478097915649,1000
131,0.17715710224679335,7.0713050365448,1000
132,0.8337156518404641,7.595593690872192,1000
133,0.49324029622150545,7.391233205795288,1000
134,0.778086996250099,7.6037633419036865,1000
135,0.7284993183683093,7.32959508895874,1000
136,1.9131741694176128,7.6920623779296875,1000
137,1.2342825906771318,7.580973863601685,1000
138,0.9824717631530169,7.774080276489258,1000
139,1.2624874120552945,7.649804353713989,1000
140,0.9489195705144584,7.615991115570068,1000
141,2.046222139918129,7.622159957885742,1000
142,1.815587010781997,7.477270841598511,1000
143,0.7637697611787895,7.34696102142334,1000
144,1.0225965003802384,7.806599140167236,1000
145,0.9794490477567818,7.418269157409668,1000
146,1.0538113330142114,7.922513484954834,1000
147,3.624326845373689,7.414082288742065,1000
148,4.970802408575949,7.706472396850586,1000
149,2.2023429347393795,7.9281165599823,1000
150,0.8865622621887133,8.03579568862915,1000
151,1.39235218646197,7.595231056213379,1000
152,0.3305874936786767,7.743945598602295,1000
153,0.8900634965533564,8.572070598602295,1000
154,0.8209833748012241,8.602216005325317,1000
155,0.983762633103245,8.040248155593872,1000
156,0.22999240148485478,7.810290098190308,1000
157,0.7463284201131057,8.205665349960327,1000
158,0.37671374145490955,8.324513673782349,1000
159,1.0194394442633292,7.976701498031616,1000
160,0.4020255599954737,7.937195301055908,1000
161,1.567451820857149,8.154756546020508,1000
162,2.154211702800994,7.979703664779663,1000
163,0.2829277459386103,8.16011118888855,1000
164,1.1624586814994669,8.1220703125,1000
165,0.9205661711628914,8.286813735961914,1000
166,0.48625829024095263,8.404972076416016,1000
167,2.8066280291087944,8.613534212112427,1000
168,0.48027076537569924,8.216559648513794,1000
169,2.7307204744061067,7.652130126953125,1000
170,1.7409657652835808,8.032215118408203,1000
171,0.48341208716935874,8.612709283828735,1000
172,0.31100096663122706,8.394553661346436,1000
173,1.275339496067338,9.630993366241455,1000
174,0.9973348197477486,9.255683660507202,1000
175,0.03905291990440772,8.683017015457153,1000
176,1.9412815730023767,8.495607614517212,1000
177,1.7247535677198078,8.635352849960327,1000
178,1.0990792140534666,8.584161281585693,1000
179,1.2939738661749836,8.230047941207886,1000
180,0.44771471917320493,8.477563381195068,1000
181,0.7200208566439196,8.281023740768433,1000
182,0.33342056455445956,8.701903343200684,1000
183,1.5030827273360245,8.55156421661377,1000
184,1.9006115773978591,8.571159839630127,1000
185,1.2653159182364973,8.90236496925354,1000
186,2.5639159657534747,8.852844476699829,1000
187,1.305509622745999,9.047135829925537,1000
188,3.8856187020762274,8.701808214187622,1000
189,0.28051828695280895,8.768009185791016,1000
190,2.205923084919673,8.782629251480103,1000
191,0.05682979623899601,8.895731925964355,1000
192,1.5555674025517787,8.292813301086426,1000
193,0.8346366150020429,8.927242040634155,1000
194,2.660921047067879,8.889078378677368,1000
195,2.058936745890532,8.962942838668823,1000
196,2.0935812635060156,8.78373908996582,1000
197,1.4201526689798762,9.165217638015747,1000
198,1.5986131388057212,8.918132305145264,1000
199,1.2400267512882392,8.98839259147644,1000
200,1.3191605330923764,9.222010374069214,1000
201,2.443977155859825,8.983110666275024,1000
202,0.4478685706740633,9.049262046813965,1000
203,1.2999053557641753,8.997658252716064,1000
204,1.726510444989676,9.153618335723877,1000
205,0.22197538994905816,8.769386053085327,1000
206,1.8911573642813964,8.850213766098022,1000
207,0.8668402517885923,9.174018383026123,1000
208,0.6405305159670736,9.434000492095947,1000
209,0.6100876256907878,9.484711647033691,1000
210,2.4310214784920854,9.223289966583252,1000
211,2.452224840550986,8.777966976165771,1000
212,1.6677097354756898,9.0885169506073,1000
213,2.824664218020159,9.251110315322876,1000
214,0.06834913965806189,9.101546287536621,1000
215,2.9397281692203587,9.505755186080933,1000
216,1.331743687926487,9.211870670318604,1000
217,0.7423764698765201,9.250526428222656,1000
218,1.191019792474194,9.312383651733398,1000
219,2.348285187162316,9.71373987197876,1000
220,0.8390870181374908,9.64128565788269,1000
221,2.3577650263670704,9.921741962432861,1000
222,1.7538723362801343,9.759345054626465,1000
223,1.0445421286747405,9.36618947982788,1000
224,0.6261922914726546,9.744013547897339,1000
225,0.9512948922411365,9.593645811080933,1000
226,1.8984186731867576,8.830883979797363,1000
227,0.7409243040944741,9.602463245391846,1000
228,2.996957337490118,9.711220741271973,1000
229,2.5331552370831747,9.25719928741455,1000
230,1.661179420264781,9.589226007461548,1000
231,1.423981328307285,10.153498411178589,1000
232,2.0190110138528454,9.720293045043945,1000
233,2.5237209320117846,9.499233484268188,1000
234,2.8693974427337827,9.387844800949097,1000
235,2.945640362406714,10.22429895401001,1000
236,0.2085471950583662,9.98343014717102,1000
237,2.510066575265607,9.639238834381104,1000
238,2.0240683931756207,9.67805027961731,1000
239,1.8306619409439382,9.738611698150635,1000
240,2.706977536183858,9.411956071853638,1000
241,0.9432141656437302,9.083957433700562,1000
242,1.0111310093733679,9.957252025604248,1000
243,2.7108386931927866,10.517567873001099,1000
244,2.7662726572566774,10.348004341125488,1000
245,1.0702669530154865,10.40035605430603,1000
246,5.831245547739669,10.03194808959961,1000
247,2.089432121168533,9.898033857345581,1000
248,2.3622255321448127,9.977165937423706,1000
249,1.0184809647525708,9.90470004081726,1000
250,0.7363576251337768,9.831176519393921,1000
251,1.5818373839931417,9.744408130645752,1000
252,8.985298646528012,9.863327741622925,1000
253,3.430756154788906,10.047767877578735,1000
254,0.6819274925907096,10.404385566711426,1000
255,2.049293354038159,10.036187887191772,1000
256,1.63740093453558,10.158537149429321,1000
257,3.084065370295769,10.129603624343872,1000
258,0.44653871939232376,10.546404838562012,1000
259,1.5740504474342487,10.306279420852661,1000
260,3.883121955931684,9.70871877670288,1000
261,0.23801152087933086,10.087247371673584,1000
262,2.576263646907683,9.86693263053894,1000
263,1.3482255577149187,10.556565523147583,1000
264,5.19443051961941,10.182185888290405,1000
265,2.2384344287584197,10.063647747039795,1000
266,0.1353962109243328,9.829134941101074,1000
267,1.4577007160459308,9.943406820297241,1000
268,1.6873981765586032,10.018732786178589,1000
269,1.960129664135473,9.98853588104248,1000
270,1.287663639666166,10.122915506362915,1000
271,2.2192376603573014,10.50984501838684,1000
272,0.2185379549250827,10.518280506134033,1000
273,2.059933269898403,10.513014078140259,1000
274,2.527462167912448,10.576184511184692,1000
275,1.653695608777105,10.479498386383057,1000
276,2.6075104370377695,10.246438980102539,1000
277,1.0132574587523229,10.426605224609375,1000
278,0.1497601318478231,10.454249858856201,1000
279,1.419613894811499,10.7824387550354,1000
280,3.031072626772319,10.751036405563354,1000
281,2.7430601859369497,10.703656673431396,1000
282,1.0633900211042522,10.62357497215271,1000
283,1.103265858452867,10.106461763381958,1000
284,1.2948698066893565,10.732454299926758,1000
285,0.6713291269340875,10.586506366729736,1000
286,1.2768230824452458,11.100153684616089,1000
287,0.5570657376478458,11.170407772064209,1000
288,0.806361252005378,10.691468715667725,1000
289,2.16138416073186,11.553037881851196,1000
290,1.7714554652140975,11.60266399383545,1000
291,1.808398344749943,11.156898260116577,1000
292,4.573969039696785,11.093668222427368,1000
293,1.6358214002427758,10.869622945785522,1000
294,2.68688084071332,11.269553899765015,1000
295,1.40430657090805,11.684271574020386,1000
296,0.7605586665898837,11.803414106369019,1000
297,1.573924253303116,11.227860689163208,1000
298,1.8639753289358318,11.273063898086548,1000
299,1.9858783602235932,11.480525016784668,1000
300,0.4682076897033019,11.225390195846558,1000
301,1.6507583161308843,11.752853155136108,1000
302,18.64638298069842,11.397083282470703,1000
303,1.9286249540120792,11.697958946228027,1000
304,1.9024806907376932,11.564860820770264,1000
305,5.079642125519945,11.37583303451538,1000
306,2.0759771234288853,11.672308683395386,1000
307,0.541365267173209,11.645328044891357,1000
308,1.795943262691946,11.361685991287231,1000
309,2.413609385535722,11.795941829681396,1000
310,0.4316989513845622,11.007005214691162,1000
311,0.7774644800957186,11.010289430618286,1000
312,2.069328193042974,11.388100624084473,1000
313,1.664438743127787,11.540027379989624,1000
314,2.1995722909515414,11.657763957977295,1000
315,0.3480015062220931,11.637605428695679,1000
316,0.08002882900440887,11.349745035171509,1000
317,2.0250577612826843,11.47176456451416,1000
318,1.0629621687135045,11.748908996582031,1000
319,1.8013315154154865,11.648518085479736,1000
320,2.5393064959338494,11.955918788909912,1000
321,1.746019251050231,11.870533466339111,1000
322,3.0702998618861743,11.809657335281372,1000
323,1.0560539223483831,11.414226531982422,1000
324,1.0526464258859671,12.046871900558472,1000
325,3.3053180290630273,11.976583480834961,1000
326,1.603503648293856,12.124241352081299,1000
327,6.033355598217306,12.065580368041992,1000
328,2.7903938316169254,12.16934847831726,1000
329,5.175937528744684,12.042500495910645,1000
330,2.3668423691243228,12.05681848526001,1000
331,1.943061664894659,12.117147445678711,1000
332,1.0222682627612005,11.92015814781189,1000
333,1.8476154564116154,12.10517930984497,1000
334,1.6000138013676077,11.83784794807434,1000
335,0.5983855407968217,11.657626867294312,1000
336,1.339657417820026,11.601687669754028,1000
337,1.959670777120935,11.790287256240845,1000
338,1.5909602705601213,12.290764093399048,1000
339,1.5838221303786195,12.348201274871826,1000
340,1.6520497882953837,12.378105640411377,1000
341,0.10630633106244711,12.978001356124878,1000
342,1.4549055172148688,12.475873947143555,1000
343,0.10873805196425472,11.904699325561523,1000
344,2.157590715438091,12.546303033828735,1000
345,1.567682768587555,12.680243015289307,1000
346,1.7867577820734066,12.716525077819824,1000
347,1.5230282119324672,12.60300087928772,1000
348,1.5498933242097495,12.5245041847229,1000
349,1.1562414117841187,12.47075366973877,1000
350,0.5954114416700025,12.33185863494873,1000
351,2.157952312719077,12.725894927978516,1000
352,2.178415263537907,12.733501672744751,1000
353,8.566762128899304,12.833604574203491,1000
354,1.2982925459223547,12.464304447174072,1000
355,2.920908921244979,12.478506803512573,1000
356,2.0274509793632247,12.534343719482422,1000
357,8.717709397919396,12.992307662963867,1000
358,2.3051055835627503,12.636911630630493,1000
359,2.2218121104821833,12.759303331375122,1000
360,0.1526379517054578,12.405510663986206,1000
361,0.9720347869425895,13.09208631515503,1000
362,2.501431381581287,13.017794370651245,1000
363,1.2215811536711512,12.891782760620117,1000
364,2.7212160334416744,12.942887306213379,1000
365,1.2711155096681543,12.953583478927612,1000
366,2.0913428641345866,12.643649816513062,1000
367,1.709668024958398,12.643136024475098,1000
368,2.066034125563283,13.069478273391724,1000
369,1.895133690380988,13.317741870880127,1000
370,1.6018385005512856,13.591845989227295,1000
371,1.8692777321079068,13.531640529632568,1000
372,0.8774052118980886,13.329984188079834,1000
373,1.7330105060685386,13.353047847747803,1000
374,1.045387828345738,13.424625873565674,1000
375,2.1736131702614925,13.279227256774902,1000
376,0.7217865101883976,13.364336729049683,1000
377,1.3341269870719512,12.770309448242188,1000
378,2.6216056319228986,13.169515609741211,1000
379,1.4892276315469293,13.005213737487793,1000
380,0.7694173063862498,13.237362623214722,1000
381,1.323113307281358,13.501948833465576,1000
382,3.1884070673831966,13.561974048614502,1000
383,1.6795558872246352,13.521979570388794,1000
384,2.6154919560764123,13.163891315460205,1000
385,1.4782984296954325,13.162168264389038,1000
386,3.0632809102681815,13.219202518463135,1000
387,0.8776871435971099,13.36613655090332,1000
388,2.3644792359988185,13.604801893234253,1000
389,0.45741305293697093,13.681294202804565,1000
390,1.3179688989159777,13.291016101837158,1000
391,2.151336708552678,13.376345872879028,1000
392,2.8866521272385803,13.697637796401978,1000
393,0.5804744260645506,13.711803197860718,1000
394,0.6294512590200348,13.697338581085205,1000
395,3.293321517839194,13.751776933670044,1000
396,2.9330851500698065,13.869364500045776,1000
397,2.8636086146098596,13.928034782409668,1000
398,2.339351811005976,13.804062366485596,1000
399,12.24844623704119,13.657477855682373,1000
400,2.2024020909258746,13.75551176071167,1000
401,0.3931159414330307,13.816871166229248,1000
402,1.4678614129116072,13.467280387878418,1000
403,2.2327361824764043,13.836273431777954,1000
404,3.467339936513881,13.984557390213013,1000
405,1.885141855419565,13.982666730880737,1000
406,2.1987860766192853,14.067551851272583,1000
407,0.1836280646793111,13.944852828979492,1000
408,0.8582660664299163,13.989103317260742,1000
409,0.6786215158769437,14.156420946121216,1000
410,2.473393454212678,14.157138109207153,1000
411,0.15159528391818652,14.13312816619873,1000
