episode,reward
265,922.9701356951089
266,920.0521747854119
267,957.979273803231
268,949.042045278177
269,943.8302043713992
270,951.2786261527049
271,968.0203702879197
272,953.1154098312471
273,907.2608450157059
274,957.0171152608843
275,968.4565394061926
276,942.6095879487826
277,972.7479122827905
278,988.1469648563183
279,995.0846502051508
280,994.1644871806942
281,992.9669577833214
282,990.4778325063779
283,986.8985920475378
284,987.4899039363992
285,983.2758676853953
286,980.8647009404957
287,966.693173211842
288,944.8914713092328
289,942.4630922748494
290,809.1240231094225
291,813.3184469636143
292,830.0504859877024
293,922.6558104338372
294,899.9319930429576
295,990.88881947488
296,994.5520983541281
297,995.0861879104758
298,974.0294253611987
299,995.6886046126594
300,994.1934447820862
301,991.2900581542764
302,955.5979706529424
303,891.3080091042309
304,878.1367429187017
305,842.4198006887674
306,878.4879578478316
307,868.8144571644027
308,874.2963377231048
309,873.6927309155434
310,858.3975036488602
311,972.3066863939225
312,915.7049996184883
313,870.6459651846682
314,942.7171946547064
315,831.2345423164528
316,875.6528296862797
317,854.0747442207365
318,933.4872758255804
319,976.308982799103
320,959.9058074036208
321,977.6411840194152
322,979.2502970097426
323,991.5371893349039
324,990.2876371782813
325,984.1110820548798
326,984.3780398349902
327,988.1573881069021
328,980.6246903406262
329,968.5709588983713
330,968.0292536766298
331,965.880782301533
332,952.8182102858352
333,959.2905165585452
334,933.5166652617652
335,922.6843675201975
336,933.6933024270284
337,867.7009265272897
338,918.5211020146215
339,901.2314066065204
340,994.627946255637
341,996.4659344800821
342,851.9041742681039
343,997.2643148710415
344,985.2641755953276
345,895.1881168212143
346,986.5571965760962
347,966.7543467210769
348,976.6148375777549
349,969.0552331683215
350,994.6830722888468
351,902.9237251152113
352,925.4055669840186
353,990.4317272464043
354,996.1677977636934
355,994.119580390499
356,993.4159333833741
357,968.0519465732211
358,922.5777788188718
359,953.4355117725
360,966.6434142055472
361,946.5922901726409
362,916.9847439853489
363,932.6111175514562
364,941.129417315498
365,979.7310605749743
366,956.117134485423
367,963.1485949497051
368,945.9611372346192
369,952.5501896956627
370,945.3647627128793
371,882.2572366972995
372,856.161511572847
373,721.5735697347117
374,847.9147517676112
375,806.8455050635638
376,873.5086229741479
377,887.779871616867
378,984.2104607403274
379,982.3299031050636
380,992.0524429349223
381,985.9140952364309
382,994.8346790260767
383,971.8221815252427
384,971.9724718422366
385,952.5025034635484
386,919.9281992914812
387,989.05795565176
388,968.2137613123291
389,905.3085634767361
390,968.294843316165
391,978.5710008577813
392,981.7366433802142
393,978.0580668899835
394,975.7177253622276
395,968.9119169224767
396,952.9465486996269
397,987.1753070749392
398,983.9276763193574
399,983.1709515350483
400,994.8750282791018
401,991.3435462177183
402,974.9905296536867
403,961.5887827715048
404,946.0642604852083
405,963.2979348156609
406,972.8579282238389
407,969.6763354942941
408,962.1322143071828
409,955.6418847399698
410,949.1580682930255
411,964.3014150564138
412,978.535750531114
413,981.6171740802441
414,986.9024755031878
415,985.1032937926514
416,983.8405556840434
417,983.296302299021
418,991.7327652145415
419,985.225601531394
420,993.6442105098156
421,991.5494966555191
422,989.0009816635034
423,980.9519871826583
424,966.8117722538308
425,965.0115003077152
426,941.3938592398122
427,959.5628321834168
428,979.7900897084804
429,977.9206769481992
430,978.6132714326685
431,972.4453200567259
432,963.9284791725267
433,966.7816583225533
434,954.1829787321299
435,967.9419903386678
436,952.9380432725436
437,858.4108153313882
438,965.4261066488755
439,942.104335947588
440,944.7658418394212
441,935.9743908847787
442,954.5409422376945
443,932.8412342793848
444,931.0194023742926
445,882.6781849114705
446,943.9329028192813
447,942.6521945803526
448,988.9960019644789
449,974.5385384783465
450,977.3553925239128
451,977.1049675422025
452,981.1769683621212
453,974.3798716174964
454,966.6851301712275
455,940.512336455646
456,964.2194370224055
457,974.9823265546543
458,970.2472546083537
459,980.9068276964548
460,991.3781739742144
461,992.2168836549145
462,972.5869896692808
463,973.3172946811594
464,982.4859011748168
465,973.7224716859693
466,989.3053709709285
467,974.2820829745073
468,988.8563454956815
469,984.9422106856645
470,970.7356199731107
471,939.2356647523561
472,973.6351138101736
473,973.3284683901489
474,955.5157469908085
475,968.6654234396636
476,975.0952114802571
477,983.7549494706794
478,968.4136232653359
479,962.8189915550558
480,974.2141092060875
481,972.0304776991871
482,958.8447985875366
483,981.1070228671784
484,974.8776048339222
485,984.9405468976321
486,968.9730343542208
487,994.2624034748375
488,992.6638578988245
489,994.2252118926382
490,992.3990373867243
491,993.6445881091345
492,990.6386123266828
493,974.0633995769878
494,986.6516931593459
495,984.3373305736452
496,972.1361778791812
497,973.2756611350839
498,988.8917420278675
499,981.4214655242924
500,977.2590716817934
